wav,int
8.085098E+02,3.038350E-02
8.089919E+02,3.218734E-02
8.094740E+02,3.400645E-02
8.099562E+02,3.586552E-02
8.104382E+02,3.781731E-02
8.109204E+02,3.991349E-02
8.114025E+02,4.218878E-02
8.118846E+02,4.465134E-02
8.123668E+02,4.729139E-02
8.128489E+02,5.009854E-02
8.133310E+02,5.307841E-02
8.138131E+02,5.625515E-02
8.142952E+02,5.966170E-02
8.147773E+02,6.332115E-02
8.152595E+02,6.723259E-02
8.157416E+02,7.137132E-02
8.162237E+02,7.570174E-02
8.167058E+02,8.019963E-02
8.171879E+02,8.486160E-02
8.176700E+02,8.970245E-02
8.181522E+02,9.473488E-02
8.186343E+02,9.994794E-02
8.191164E+02,1.052960E-01
8.195985E+02,1.107155E-01
8.200806E+02,1.161525E-01
8.205627E+02,1.216042E-01
8.210449E+02,1.271326E-01
8.215270E+02,1.328578E-01
8.220091E+02,1.389077E-01
8.224912E+02,1.453656E-01
8.229733E+02,1.522394E-01
8.234554E+02,1.594598E-01
8.239376E+02,1.669219E-01
8.244197E+02,1.745376E-01
8.249018E+02,1.822886E-01
8.253839E+02,1.902296E-01
8.258660E+02,1.984549E-01
8.263481E+02,2.070318E-01
8.268303E+02,2.159511E-01
8.273124E+02,2.251082E-01
8.277945E+02,2.343523E-01
8.282766E+02,2.435441E-01
8.287587E+02,2.526306E-01
8.292408E+02,2.616687E-01
8.297230E+02,2.707999E-01
8.302051E+02,2.801753E-01
8.306872E+02,2.898752E-01
8.311693E+02,2.998783E-01
8.316514E+02,3.100751E-01
8.321335E+02,3.203444E-01
8.326157E+02,3.306147E-01
8.330978E+02,3.409113E-01
8.335799E+02,3.513252E-01
8.340620E+02,3.619449E-01
8.345441E+02,3.727645E-01
8.350262E+02,3.836451E-01
8.355084E+02,3.943244E-01
8.359905E+02,4.045189E-01
8.364726E+02,4.140342E-01
8.369547E+02,4.228326E-01
8.374368E+02,4.310395E-01
8.379189E+02,4.388658E-01
8.384011E+02,4.465172E-01
8.388832E+02,4.540919E-01
8.393653E+02,4.615661E-01
8.398474E+02,4.688246E-01
8.403295E+02,4.757377E-01
8.408116E+02,4.822071E-01
8.412938E+02,4.881790E-01
8.417759E+02,4.936157E-01
8.422580E+02,4.984462E-01
8.427401E+02,5.025418E-01
8.432222E+02,5.057495E-01
8.437043E+02,5.079340E-01
8.441865E+02,5.090365E-01
8.446686E+02,5.090860E-01
8.451507E+02,5.081644E-01
8.456328E+02,5.063410E-01
8.461149E+02,5.036242E-01
8.465970E+02,4.999579E-01
8.470792E+02,4.952673E-01
8.475613E+02,4.895230E-01
8.480434E+02,4.827653E-01
8.485255E+02,4.750845E-01
8.490076E+02,4.665516E-01
8.494897E+02,4.571491E-01
8.499719E+02,4.467511E-01
8.504540E+02,4.351828E-01
8.509361E+02,4.222967E-01
8.514182E+02,4.080918E-01
8.519003E+02,3.927389E-01
8.523824E+02,3.765422E-01
8.528646E+02,3.598293E-01
8.533467E+02,3.428653E-01
8.538288E+02,3.258232E-01
8.543109E+02,3.088064E-01
8.547930E+02,2.919360E-01
8.552751E+02,2.754245E-01
8.557573E+02,2.595521E-01
8.562394E+02,2.446207E-01
8.567215E+02,2.308395E-01
8.572036E+02,2.182298E-01
8.576857E+02,2.066616E-01
8.581678E+02,1.959998E-01
8.586500E+02,1.863383E-01
8.591321E+02,1.782816E-01
8.596142E+02,1.731045E-01
8.600963E+02,1.725664E-01
8.605784E+02,1.789211E-01
8.610605E+02,1.944795E-01
8.615427E+02,2.212502E-01
8.620248E+02,2.606949E-01
8.625069E+02,3.132623E-01
8.629890E+02,3.781698E-01
8.634711E+02,4.521093E-01
8.639532E+02,5.287415E-01
8.644354E+02,5.984746E-01
8.649175E+02,6.494455E-01
8.653996E+02,6.727025E-01
8.658817E+02,6.669616E-01
8.663638E+02,6.390639E-01
8.668459E+02,5.986060E-01
8.673281E+02,5.535763E-01
8.678102E+02,5.091487E-01
8.682923E+02,4.678505E-01
8.687744E+02,4.308644E-01
8.692565E+02,3.988012E-01
8.697386E+02,3.719298E-01
8.702208E+02,3.504009E-01
8.707029E+02,3.342055E-01
8.711850E+02,3.230999E-01
8.716671E+02,3.166624E-01
8.721492E+02,3.143263E-01
8.726313E+02,3.155052E-01
8.731135E+02,3.196060E-01
8.735956E+02,3.260747E-01
8.740777E+02,3.344242E-01
8.745598E+02,3.441265E-01
8.750419E+02,3.546222E-01
8.755240E+02,3.653774E-01
8.760062E+02,3.758865E-01
8.764883E+02,3.858106E-01
8.769704E+02,3.950436E-01
8.774525E+02,4.037088E-01
8.779346E+02,4.120892E-01
8.784167E+02,4.204863E-01
8.788989E+02,4.291245E-01
8.793810E+02,4.380547E-01
8.798631E+02,4.471629E-01
8.803452E+02,4.562186E-01
8.808273E+02,4.649716E-01
8.813094E+02,4.732160E-01
8.817916E+02,4.808038E-01
8.822737E+02,4.876389E-01
8.827558E+02,4.936329E-01
8.832379E+02,4.986782E-01
8.837200E+02,5.026665E-01
8.842021E+02,5.055220E-01
8.846843E+02,5.072476E-01
8.851664E+02,5.079335E-01
8.856485E+02,5.077378E-01
8.861306E+02,5.068286E-01
8.866127E+02,5.053170E-01
8.870948E+02,5.032454E-01
8.875770E+02,5.005980E-01
8.880591E+02,4.973511E-01
8.885412E+02,4.935144E-01
8.890233E+02,4.891494E-01
8.895054E+02,4.843403E-01
8.899875E+02,4.791520E-01
8.904697E+02,4.735844E-01
8.909518E+02,4.675719E-01
8.914339E+02,4.610099E-01
8.919160E+02,4.538246E-01
8.923981E+02,4.460262E-01
8.928802E+02,4.377263E-01
8.933624E+02,4.291075E-01
8.938445E+02,4.203545E-01
8.943266E+02,4.116023E-01
8.948087E+02,4.028889E-01
8.952908E+02,3.941666E-01
8.957729E+02,3.853391E-01
8.962551E+02,3.763189E-01
8.967372E+02,3.670617E-01
8.972193E+02,3.575723E-01
8.977014E+02,3.478877E-01
8.981835E+02,3.380493E-01
8.986656E+02,3.280828E-01
8.991478E+02,3.179995E-01
8.996299E+02,3.078121E-01
9.001120E+02,2.975555E-01
9.005941E+02,2.872892E-01
9.010762E+02,2.770908E-01
9.015583E+02,2.670321E-01
9.020405E+02,2.571527E-01
9.025226E+02,2.474597E-01
9.030047E+02,2.379348E-01
9.034868E+02,2.285590E-01
9.039689E+02,2.193334E-01
9.044510E+02,2.102878E-01
9.049332E+02,2.014671E-01
9.054153E+02,1.929171E-01
